scope,variable,n_minor,n_older,minor_mean,minor_sd,minor_median,older_mean,older_sd,older_median,minor_minus_older,test,statistic,effect_size,effect_size_name,p_value,test_note,p_value_fdr_bh,significant_fdr_0_05
subject_level,sess1_t10_loseswitch,6,11,0.47222222222222227,0.36004114991154773,0.41666666666666663,0.35075757575757577,0.26390377416816535,0.375,0.1214646464646465,welch_t_test,0.7267169502144251,0.3850658058975867,hedges_g,0.488076115461751,,0.9365557811338273,False
subject_level,vr_prep_median_hr,5,11,85.6,5.727128425310542,83.0,88.54545454545455,11.192529976405122,88.0,-2.9454545454545524,welch_t_test,-0.6952469546801666,-0.2800917796836056,hedges_g,0.4986282427417311,,0.9365557811338273,False
subject_level,sess1_t14,6,12,0.6333333333333334,0.31411250638372656,0.55,0.5333333333333333,0.2570225788926064,0.6,0.10000000000000009,welch_t_test,0.6749750724036516,0.34489808016197565,hedges_g,0.5176770433803245,,0.9365557811338273,False
subject_level,sess2_t14,5,11,0.66,0.34351128074635334,0.6,0.5454545454545455,0.22962419891481978,0.5,0.1145454545454545,welch_t_test,0.6797813541768797,0.40535964847004413,hedges_g,0.5232919001375886,,0.9365557811338273,False
subject_level,overall_loseswitch_sess2,5,11,0.45838483408277464,0.09312323158574404,0.463768115942029,0.4913357120073249,0.08882803118441866,0.5,-0.03295087792455026,welch_t_test,-0.665477684081282,-0.3458580677919777,hedges_g,0.5257255748115279,,0.9365557811338273,False
subject_level,recovery_mean_hr,4,10,77.61878826882341,4.23280844310343,78.55012119113573,75.17398298489957,10.035275191443066,77.26127643645891,2.4448052839238414,welch_t_test,0.6409367032766696,0.25587570615402766,hedges_g,0.5338247344967315,,0.9365557811338273,False
subject_level,sess1_t8_loseswitch,6,12,0.5666666666666667,0.1991649232838621,0.55,0.4988095238095238,0.23694418736964662,0.45,0.06785714285714284,welch_t_test,0.6386386529969061,0.2861853730675209,hedges_g,0.5351793877350269,,0.9365557811338273,False
subject_level,sess1_t15_winstay,6,12,0.523015873015873,0.3285426718494898,0.5357142857142857,0.6345238095238096,0.38741341855293443,0.7571428571428571,-0.11150793650793656,welch_t_test,-0.6385189907911011,-0.2870032306755335,hedges_g,0.5353519812269465,,0.9365557811338273,False
subject_level,sess1_t16,6,12,0.6666666666666666,0.2250925735484551,0.65,0.6,0.17056057308448835,0.6,0.06666666666666665,welch_t_test,0.6394700408037125,0.335409869076428,hedges_g,0.5404273849371397,,0.9365557811338273,False
subject_level,sess1_t4_loseswitch,6,12,0.45555555555555555,0.2680519573736626,0.5333333333333333,0.5430555555555555,0.2964826066178858,0.55,-0.08749999999999997,welch_t_test,-0.6298311133899865,-0.2894525748872606,hedges_g,0.5415527587037381,,0.9365557811338273,False
