subjectId,plearning_num,learning_rate_k,fit_a,fit_b,n_trials,mean_accuracy,fit_status,classification_learning_rate_k,median_session1_learning_rate_k,learner_group,classification_basis,subject_id,session,sess1_t1,sess1_t2,sess1_t3,sess1_t4,sess1_t5,sess1_t6,sess1_t7,sess1_t8,sess1_t9,sess1_t10,sess1_t11,sess1_t12,sess1_t13,sess1_t14,sess1_t15,sess1_t16,sess1_t17,sess1_t18,sess2_t1,sess2_t2,sess2_t3,sess2_t4,sess2_t5,sess2_t6,sess2_t7,sess2_t8,sess2_t9,sess2_t10,sess2_t11,sess2_t12,sess2_t13,sess2_t14,sess2_t15,sess2_t16,sess2_t17,sess2_t18,median_sess1,median_sess2,auc_sess1,auc_sess2,diff_s2_minus_s1,k_sess1,k_sess2,sess1_t2_winstay,sess1_t2_loseswitch,sess1_t3_winstay,sess1_t3_loseswitch,sess1_t4_winstay,sess1_t4_loseswitch,sess1_t5_winstay,sess1_t5_loseswitch,sess1_t6_winstay,sess1_t6_loseswitch,sess1_t7_winstay,sess1_t7_loseswitch,sess1_t8_winstay,sess1_t8_loseswitch,sess1_t9_winstay,sess1_t9_loseswitch,sess1_t10_winstay,sess1_t10_loseswitch,sess1_t11_winstay,sess1_t11_loseswitch,sess1_t12_winstay,sess1_t12_loseswitch,sess1_t13_winstay,sess1_t13_loseswitch,sess1_t14_winstay,sess1_t14_loseswitch,sess1_t15_winstay,sess1_t15_loseswitch,sess1_t16_winstay,sess1_t16_loseswitch,sess1_t17_winstay,sess1_t17_loseswitch,sess1_t18_winstay,sess1_t18_loseswitch,overall_winstay_sess1,overall_loseswitch_sess1,sess2_t2_winstay,sess2_t2_loseswitch,sess2_t3_winstay,sess2_t3_loseswitch,sess2_t4_winstay,sess2_t4_loseswitch,sess2_t5_winstay,sess2_t5_loseswitch,sess2_t6_winstay,sess2_t6_loseswitch,sess2_t7_winstay,sess2_t7_loseswitch,sess2_t8_winstay,sess2_t8_loseswitch,sess2_t9_winstay,sess2_t9_loseswitch,sess2_t10_winstay,sess2_t10_loseswitch,sess2_t11_winstay,sess2_t11_loseswitch,sess2_t12_winstay,sess2_t12_loseswitch,sess2_t13_winstay,sess2_t13_loseswitch,sess2_t14_winstay,sess2_t14_loseswitch,sess2_t15_winstay,sess2_t15_loseswitch,sess2_t16_winstay,sess2_t16_loseswitch,sess2_t17_winstay,sess2_t17_loseswitch,sess2_t18_winstay,sess2_t18_loseswitch,overall_winstay_sess2,overall_loseswitch_sess2,LearnerType,slope_pre,slope_post,delta_slope,baseline_mean_hr,peak_mean_hr,post_vr_mean_hr,pre_vr_mean_hr,recovery_mean_hr,vr_math_mean_hr,vr_prep_mean_hr,vr_speech_mean_hr,baseline_median_hr,peak_median_hr,post_vr_median_hr,pre_vr_median_hr,recovery_median_hr,vr_math_median_hr,vr_prep_median_hr,vr_speech_median_hr,baseline_min_hr,peak_min_hr,post_vr_min_hr,pre_vr_min_hr,recovery_min_hr,vr_math_min_hr,vr_prep_min_hr,vr_speech_min_hr,baseline_max_hr,peak_max_hr,post_vr_max_hr,pre_vr_max_hr,recovery_max_hr,vr_math_max_hr,vr_prep_max_hr,vr_speech_max_hr,baseline_sd_hr,peak_sd_hr,post_vr_sd_hr,pre_vr_sd_hr,recovery_sd_hr,vr_math_sd_hr,vr_prep_sd_hr,vr_speech_sd_hr,baseline_n_samples,peak_n_samples,post_vr_n_samples,pre_vr_n_samples,recovery_n_samples,vr_math_n_samples,vr_prep_n_samples,vr_speech_n_samples,speech_hr_reactivity,math_hr_reactivity,prep_hr_reactivity,post_minus_pre_hr,recovery_minus_post_hr,baseline_eeg_available,plearning_1_eeg_available,plearning_2_eeg_available,post_vr_eeg_available,pre_vr_eeg_available,recovery_eeg_available,vr_math_eeg_available,vr_speech_eeg_available,baseline_eeg_n_rows,plearning_1_eeg_n_rows,plearning_2_eeg_n_rows,post_vr_eeg_n_rows,pre_vr_eeg_n_rows,recovery_eeg_n_rows,vr_math_eeg_n_rows,vr_speech_eeg_n_rows,subjectId_subjectinfo,worker_id,REDCapId,batch_id,study_title,opensesame_ver,datetime,screenwidth,screenheight,has_context,ntrials,face_blocks,mix_blocks,max_seq,block_seq,start_date,start_time,plearning_num_subjectinfo,source_json
023,2,1.7489113773993517,0.500588880091096,0.9999999999999692,180,0.4888888888888889,fit_success,0.0005401802409056,0.2791364963766258,bad,session1_learning_rate_k,023,2,0.4,0.4,0.7,0.4,0.5,0.2,0.7,0.5,0.4,0.2,0.6,0.3,0.4,0.6,0.3,0.5,0.3,0.7,0.3,0.5,0.7,0.4,0.5,0.3,0.5,0.6,0.5,0.4,0.4,0.5,0.5,0.9,0.5,0.5,0.4,0.4,0.4,0.5,8.1,8.8,0.0999999999999999,0.0005401802409056,1.7489113773993517,0.6,0.4,0.6666666666666666,0.5714285714285714,0.2857142857142857,0.6666666666666666,0.4,0.4,0.5,0.0,0.6,0.6,0.5,0.25,0.5,0.5,0.3333333333333333,0.0,0.5,0.6666666666666666,0.3333333333333333,0.25,0.75,0.3333333333333333,0.6,0.8,0.1666666666666666,0.5,0.5,0.3333333333333333,0.6,0.4,1.0,0.6666666666666666,0.5,0.4302325581395348,0.75,0.4,0.5,0.3333333333333333,0.1666666666666666,0.5,0.4,0.4,0.25,0.5,0.75,0.5,0.4,0.4,0.5,0.8333333333333334,0.5,0.5,0.25,0.5,0.8,0.4,0.4,0.6,0.4,0.6,0.5714285714285714,0.3333333333333333,0.25,0.6666666666666666,0.25,0.8,0.75,0.1666666666666666,0.4625,0.5,bad,0.0003095975232198,0.0030959752321981,0.0027863777089783,75.64649681528662,,65.46428571428571,67.80191693290735,69.12913907284768,82.75778546712803,86.784375,72.07954545454545,75.0,,65.0,67.0,68.0,82.0,87.0,67.5,71.0,,61.0,54.0,60.0,76.0,74.0,62.0,87.0,,71.0,84.0,83.0,91.0,99.0,83.0,3.2321078624968735,,2.391474445943681,5.735550084789516,4.635542156380904,3.402942447505991,4.762089671641259,7.853868789547441,314.0,,280.0,313.0,302.0,289.0,320.0,88.0,4.277628521638107,14.955868534220684,18.98245806709265,-2.337631218621638,3.6648533585619703,1,0,0,1,1,1,0,0,712.0,,,969.0,717.0,804.0,,,023,subject_023_plearning_2,subject_023_plearning_2,,Plearn_Adult v30,2.2.9,Thu Apr 30 2026 15:25:56 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,6,0,2,ffhffhfhhf,Apr 30 2026,15:25:56,2,data/raw/subject_data/sub023/subject_023_plearning_2.json
024,1,0.2506326516628573,0.9544389104613212,0.7430143857684499,180,0.8111111111111111,fit_success,0.2506326516628573,0.2791364963766258,bad,session1_learning_rate_k,024,1,0.4,0.5,0.6,0.6,0.7,0.8,1.0,0.9,0.8,0.9,0.9,0.8,1.0,1.0,0.9,0.9,0.9,1.0,0.4,0.6,0.6,0.8,0.6,0.8,0.7,0.8,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,14.6,14.8,-0.0999999999999999,0.2506326516628573,0.1752350846200912,1.0,0.5,0.8333333333333334,1.0,1.0,0.0,1.0,0.2,1.0,0.6,1.0,1.0,1.0,0.25,0.8888888888888888,0.0,1.0,0.0,0.75,0.0,0.875,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.8,0.2,1.0,0.5,1.0,0.3333333333333333,0.9464285714285714,0.3571428571428571,1.0,0.75,1.0,0.6666666666666666,0.8,0.6,0.75,0.4,1.0,0.4,0.6666666666666666,0.25,0.8888888888888888,0.0,1.0,0.0,1.0,0.5,0.875,0.0,1.0,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9469026548672568,0.3454545454545454,bad,0.0274509803921568,0.0311661506707946,0.0037151702786377,94.71464019851116,,84.02588996763754,,79.78116343490305,96.15942028985508,95.85958904109587,92.58910891089108,94.0,,84.0,,80.0,95.0,95.0,92.0,84.0,,77.0,,73.0,86.0,85.0,83.0,115.0,,91.0,,89.0,108.0,108.0,103.0,5.179413810458873,,3.133290499058447,,3.049458928034676,5.552663273637352,5.354525064106762,5.052409916879163,403.0,,309.0,,361.0,345.0,292.0,202.0,,,,,-4.244726532734489,0,0,0,1,1,1,0,0,,,,86042.0,88725.0,99924.0,,,024,subject_024_plearning_1,subject_024_plearning_1,,Plearn_Adult v30,2.2.9,Sat Jun 06 2026 13:38:36 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,5,0,3,hhfhhfffhf,Jun 06 2026,13:38:36,1,data/raw/subject_data/sub024/subject_024_plearning_1.json
024,2,0.1752350846200912,1.0,0.6653895688197743,180,0.8222222222222222,fit_success,0.2506326516628573,0.2791364963766258,bad,session1_learning_rate_k,024,2,0.4,0.5,0.6,0.6,0.7,0.8,1.0,0.9,0.8,0.9,0.9,0.8,1.0,1.0,0.9,0.9,0.9,1.0,0.4,0.6,0.6,0.8,0.6,0.8,0.7,0.8,0.8,0.9,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,14.6,14.8,-0.0999999999999999,0.2506326516628573,0.1752350846200912,1.0,0.5,0.8333333333333334,1.0,1.0,0.0,1.0,0.2,1.0,0.6,1.0,1.0,1.0,0.25,0.8888888888888888,0.0,1.0,0.0,0.75,0.0,0.875,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.8,0.2,1.0,0.5,1.0,0.3333333333333333,0.9464285714285714,0.3571428571428571,1.0,0.75,1.0,0.6666666666666666,0.8,0.6,0.75,0.4,1.0,0.4,0.6666666666666666,0.25,0.8888888888888888,0.0,1.0,0.0,1.0,0.5,0.875,0.0,1.0,0.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9469026548672568,0.3454545454545454,bad,0.0274509803921568,0.0311661506707946,0.0037151702786377,94.71464019851116,,84.02588996763754,,79.78116343490305,96.15942028985508,95.85958904109587,92.58910891089108,94.0,,84.0,,80.0,95.0,95.0,92.0,84.0,,77.0,,73.0,86.0,85.0,83.0,115.0,,91.0,,89.0,108.0,108.0,103.0,5.179413810458873,,3.133290499058447,,3.049458928034676,5.552663273637352,5.354525064106762,5.052409916879163,403.0,,309.0,,361.0,345.0,292.0,202.0,,,,,-4.244726532734489,0,0,0,1,1,1,0,0,,,,86042.0,88725.0,99924.0,,,024,subject_024_plearning_2,subject_024_plearning_2,,Plearn_Adult v30,2.2.9,Sat Jun 06 2026 14:57:28 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,6,0,2,hfhfhffhff,Jun 06 2026,14:57:28,2,data/raw/subject_data/sub024/subject_024_plearning_2.json
025,1,0.9171086504328266,0.6314310379363185,0.9999999999999966,180,0.5944444444444444,fit_success,0.9171086504328266,0.2791364963766258,good,session1_learning_rate_k,025,1,0.1,0.6,0.6,0.7,0.6,0.6,0.5,0.5,0.5,0.6,0.8,0.7,0.8,0.5,1.0,0.8,0.5,0.3,0.5,0.1,0.5,0.6,0.6,0.6,0.5,0.4,0.6,0.4,0.6,0.7,0.5,0.5,0.5,0.7,0.8,0.6,0.6,0.55,10.7,9.7,-0.0499999999999999,0.9171086504328266,0.0404305876735516,0.5,0.6,0.5,0.6666666666666666,0.75,0.6666666666666666,0.6,0.5,0.8,0.6,0.8,0.4,0.3333333333333333,0.75,0.5,0.8,0.6,1.0,0.8,0.6,0.5714285714285714,0.6666666666666666,1.0,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.4,0.25,0.7777777777777778,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.648936170212766,0.5882352941176471,0.0,0.5,,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,0.6,0.6666666666666666,0.5,0.4444444444444444,1.0,0.5,0.5714285714285714,0.5,0.25,0.5,0.5,0.75,0.2,0.6666666666666666,0.5,0.3333333333333333,0.5714285714285714,0.5,0.0,1.0,0.8571428571428571,1.0,0.25,1.0,0.75,0.6341463414634146,0.5526315789473685,good,0.0106295149638803,0.0139318885448916,0.0033023735810113,84.25566343042071,,76.46325878594249,76.04838709677419,71.82692307692308,89.51140065146579,80.52877697841727,87.98983050847458,84.0,,76.0,75.0,72.0,89.0,81.0,91.0,71.0,,70.0,72.0,65.0,68.0,60.0,67.0,90.0,,82.0,82.0,77.0,114.0,94.0,102.0,3.206528744242258,,1.914709822727999,2.232645544637193,2.342569731263576,11.339201205529282,8.650717251657943,9.521720513426173,309.0,,313.0,310.0,312.0,307.0,278.0,295.0,11.94144341170039,13.4630135546916,4.480389881643077,0.4148716891682937,-4.636335709019406,1,0,0,1,1,1,0,0,79686.0,,,80941.0,88464.0,81208.0,,,025,subject_025_plearning_1,subject_025_plearning_1,,Plearn_Adult v30,2.2.9,Sat Jun 13 2026 13:18:06 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,5,0,2,hfhhhffhff,Jun 13 2026,13:18:06,1,data/raw/subject_data/sub025/subject_025_plearning_1.json
025,2,0.0404305876735516,0.885664164094433,0.4981320164337758,180,0.5388888888888889,fit_success,0.9171086504328266,0.2791364963766258,good,session1_learning_rate_k,025,2,0.1,0.6,0.6,0.7,0.6,0.6,0.5,0.5,0.5,0.6,0.8,0.7,0.8,0.5,1.0,0.8,0.5,0.3,0.5,0.1,0.5,0.6,0.6,0.6,0.5,0.4,0.6,0.4,0.6,0.7,0.5,0.5,0.5,0.7,0.8,0.6,0.6,0.55,10.7,9.7,-0.0499999999999999,0.9171086504328266,0.0404305876735516,0.5,0.6,0.5,0.6666666666666666,0.75,0.6666666666666666,0.6,0.5,0.8,0.6,0.8,0.4,0.3333333333333333,0.75,0.5,0.8,0.6,1.0,0.8,0.6,0.5714285714285714,0.6666666666666666,1.0,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.4,0.25,0.7777777777777778,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.648936170212766,0.5882352941176471,0.0,0.5,,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,0.6,0.6666666666666666,0.5,0.4444444444444444,1.0,0.5,0.5714285714285714,0.5,0.25,0.5,0.5,0.75,0.2,0.6666666666666666,0.5,0.3333333333333333,0.5714285714285714,0.5,0.0,1.0,0.8571428571428571,1.0,0.25,1.0,0.75,0.6341463414634146,0.5526315789473685,good,0.0106295149638803,0.0139318885448916,0.0033023735810113,84.25566343042071,,76.46325878594249,76.04838709677419,71.82692307692308,89.51140065146579,80.52877697841727,87.98983050847458,84.0,,76.0,75.0,72.0,89.0,81.0,91.0,71.0,,70.0,72.0,65.0,68.0,60.0,67.0,90.0,,82.0,82.0,77.0,114.0,94.0,102.0,3.206528744242258,,1.914709822727999,2.232645544637193,2.342569731263576,11.339201205529282,8.650717251657943,9.521720513426173,309.0,,313.0,310.0,312.0,307.0,278.0,295.0,11.94144341170039,13.4630135546916,4.480389881643077,0.4148716891682937,-4.636335709019406,1,0,0,1,1,1,0,0,79686.0,,,80941.0,88464.0,81208.0,,,025,subject_025_plearning_2,subject_025_plearning_2,,Plearn_Adult v30,2.2.9,Sat Jun 13 2026 14:41:10 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,4,0,1,fhfhfhfhhh,Jun 13 2026,14:41:10,2,data/raw/subject_data/sub025/subject_025_plearning_2.json
027,1,2.481541837659083e-24,0.8510267838198691,0.2065823393754691,180,0.6444444444444445,fit_success,2.481541837659083e-24,0.2791364963766258,bad,session1_learning_rate_k,027,1,0.6,0.7,0.8,0.7,0.5,0.7,0.6,0.8,0.6,0.8,0.6,0.6,0.5,0.5,0.8,0.5,0.7,0.6,,,,,,,,,,,,,,,,,,,0.6,,11.6,,,2.481541837659083e-24,,0.75,0.5,0.8333333333333334,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,0.8,0.6,0.5714285714285714,1.0,0.5,0.6,0.8333333333333334,0.75,0.8333333333333334,0.75,0.5714285714285714,1.0,1.0,0.8,0.8,1.0,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5,0.75,0.6666666666666666,0.5,0.8571428571428571,0.6666666666666666,0.7052631578947368,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad,-0.0047471620227037,,,76.05194805194805,,76.31596091205212,71.74918566775244,,84.85714285714286,86.81632653061224,98.03496503496504,76.0,,76.0,71.0,,85.0,87.0,97.0,69.0,,72.0,64.0,,80.0,79.0,83.0,89.0,,80.0,80.0,,90.0,96.0,113.0,3.7063062866487737,,2.148378162822664,2.8305564803216083,,2.1873023123942765,4.516213352643725,5.860258766111843,308.0,,307.0,307.0,,252.0,294.0,286.0,26.2857793672126,13.10795718939042,15.067140862859802,4.566775244299677,,1,0,0,1,1,0,0,0,81468.0,,,79352.0,80240.0,,,,027,subject_027_plearning_1,subject_027_plearning_1,,Plearn_Adult v30,2.2.9,Tue Jul 14 2026 16:59:26 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,4,0,2,hfhhhffhfh,Jul 14 2026,16:59:26,1,data/raw/subject_data/sub027/subject_027_plearning_1.json
029,1,0.1826297222608262,0.5675860366397197,0.1699603250846255,180,0.5222222222222223,fit_success,0.1826297222608262,0.2791364963766258,bad,session1_learning_rate_k,029,1,0.5,0.2,0.6,0.7,0.4,0.5,0.5,0.4,0.6,0.5,0.4,0.6,0.7,0.6,0.7,0.5,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.7,0.2,0.5,0.3,0.5,0.7,0.2,0.1,0.2,0.1,0.3,0.5,0.4,9.4,7.4,-0.0999999999999999,0.1826297222608262,4.968049654125628e-18,0.0,0.6,0.0,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.6,0.8,0.8,0.25,0.1428571428571428,0.5,0.4,0.5,0.6,0.5,0.3333333333333333,0.7142857142857143,0.75,0.8333333333333334,1.0,0.7142857142857143,0.7142857142857143,1.0,0.5,0.3333333333333333,0.375,1.0,0.4285714285714285,0.5,0.25,0.4,0.4777777777777778,0.6,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.4,0.3333333333333333,0.6666666666666666,0.4,0.6666666666666666,0.6,0.75,0.4,0.6666666666666666,0.1428571428571428,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,0.6,0.4,0.0,0.3333333333333333,0.1666666666666666,0.4383561643835616,0.5454545454545454,bad,0.0068111455108359,-0.0204334365325077,-0.0272445820433436,100.21311475409836,,81.65028901734104,82.84971098265896,81.54798761609906,86.71341463414635,84.29452054794521,68.0945945945946,101.0,,81.0,86.0,81.0,86.0,82.0,65.5,87.0,,74.0,65.0,73.0,80.0,77.0,58.0,108.0,,95.0,102.0,91.0,96.0,96.0,86.0,4.418541801089177,,4.189941361389087,7.507326850348664,3.456924903532913,3.9981115479532248,6.1163069860701675,9.172873825413532,305.0,,346.0,346.0,323.0,328.0,146.0,74.0,-14.755116388064366,3.863703651487384,1.4448095652862492,-1.1994219653179243,-0.1023014012419736,1,0,0,1,1,1,0,0,77066.0,,,78408.0,80945.0,79054.0,,,029,subject_029_plearning_1,subject_029_plearning_1,,Plearn_Adult v30,2.2.9,Tue Jul 28 2026 13:46:28 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,4,0,3,hhfffhhfhh,Jul 28 2026,13:46:28,1,data/raw/subject_data/sub029/subject_029_plearning_1.json
029,2,4.968049654125628e-18,0.7861904048572511,0.3750792932675485,180,0.4111111111111111,fit_success,0.1826297222608262,0.2791364963766258,bad,session1_learning_rate_k,029,2,0.5,0.2,0.6,0.7,0.4,0.5,0.5,0.4,0.6,0.5,0.4,0.6,0.7,0.6,0.7,0.5,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.7,0.2,0.5,0.3,0.5,0.7,0.2,0.1,0.2,0.1,0.3,0.5,0.4,9.4,7.4,-0.0999999999999999,0.1826297222608262,4.968049654125628e-18,0.0,0.6,0.0,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.6,0.8,0.8,0.25,0.1428571428571428,0.5,0.4,0.5,0.6,0.5,0.3333333333333333,0.7142857142857143,0.75,0.8333333333333334,1.0,0.7142857142857143,0.7142857142857143,1.0,0.5,0.3333333333333333,0.375,1.0,0.4285714285714285,0.5,0.25,0.4,0.4777777777777778,0.6,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.4,0.3333333333333333,0.6666666666666666,0.4,0.6666666666666666,0.6,0.75,0.4,0.6666666666666666,0.1428571428571428,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,0.6,0.4,0.0,0.3333333333333333,0.1666666666666666,0.4383561643835616,0.5454545454545454,bad,0.0068111455108359,-0.0204334365325077,-0.0272445820433436,100.21311475409836,,81.65028901734104,82.84971098265896,81.54798761609906,86.71341463414635,84.29452054794521,68.0945945945946,101.0,,81.0,86.0,81.0,86.0,82.0,65.5,87.0,,74.0,65.0,73.0,80.0,77.0,58.0,108.0,,95.0,102.0,91.0,96.0,96.0,86.0,4.418541801089177,,4.189941361389087,7.507326850348664,3.456924903532913,3.9981115479532248,6.1163069860701675,9.172873825413532,305.0,,346.0,346.0,323.0,328.0,146.0,74.0,-14.755116388064366,3.863703651487384,1.4448095652862492,-1.1994219653179243,-0.1023014012419736,1,0,0,1,1,1,0,0,77066.0,,,78408.0,80945.0,79054.0,,,029,subject_029_plearning_2,subject_029_plearning_2,,Plearn_Adult v30,2.2.9,Tue Jul 28 2026 15:06:48 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,6,0,2,fhffhfhhff,Jul 28 2026,15:06:48,2,data/raw/subject_data/sub029/subject_029_plearning_2.json
030,1,0.6373166855914187,0.9111069338310084,0.7130594861737489,180,0.8666666666666667,fit_success,0.6373166855914187,0.2791364963766258,good,session1_learning_rate_k,030,1,0.5,0.8,0.8,0.8,0.9,0.9,0.7,0.9,0.9,0.9,1.0,1.0,0.9,1.0,0.7,0.9,1.0,1.0,0.2,0.9,0.7,0.9,0.8,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,1.0,0.9,0.95,15.6,16.0,0.0499999999999999,0.6373166855914187,0.5918338130417679,1.0,1.0,1.0,0.0,0.8571428571428571,0.3333333333333333,1.0,1.0,1.0,0.5,0.7142857142857143,0.0,1.0,0.5,0.8333333333333334,0.25,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.8333333333333334,0.0,0.875,0.0,0.6666666666666666,0.0,0.8333333333333334,0.75,1.0,0.3333333333333333,1.0,0.0,0.913793103448276,0.3584905660377358,1.0,1.0,0.8888888888888888,1.0,1.0,0.4,1.0,0.2,1.0,0.6666666666666666,1.0,0.0,1.0,0.25,1.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.9830508474576272,0.3846153846153846,good,0.014860681114551,0.0173374613003096,0.0024767801857585,81.8969465648855,,78.88852459016394,75.8655737704918,77.31907894736842,81.10509554140127,84.41059602649007,94.17226890756302,81.0,,78.0,76.0,77.0,79.0,83.0,92.0,71.0,,67.0,68.0,71.0,67.0,72.0,71.0,95.0,,91.0,86.0,87.0,99.0,100.0,109.0,4.692954512717594,,5.631271309926842,4.061812097463302,3.7204498388834297,8.60854984895974,5.836955838805893,8.197441448838195,262.0,,305.0,305.0,304.0,314.0,302.0,238.0,18.306695137071216,5.239521770909462,8.545022255998262,3.0229508196721326,-1.5694456427955146,1,0,0,1,1,1,0,0,80232.0,,,80227.0,80785.0,83292.0,,,030,subject_030_plearning_1,subject_030_plearning_1,,Plearn_Adult v30,2.2.9,Fri Jul 31 2026 13:29:24 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,4,0,2,ffhhhfhhhf,Jul 31 2026,13:29:24,1,data/raw/subject_data/sub030/subject_030_plearning_1.json
030,2,0.5918338130417679,0.9577037883297131,0.9999999999999888,180,0.8888888888888888,fit_success,0.6373166855914187,0.2791364963766258,good,session1_learning_rate_k,030,2,0.5,0.8,0.8,0.8,0.9,0.9,0.7,0.9,0.9,0.9,1.0,1.0,0.9,1.0,0.7,0.9,1.0,1.0,0.2,0.9,0.7,0.9,0.8,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,1.0,0.9,0.95,15.6,16.0,0.0499999999999999,0.6373166855914187,0.5918338130417679,1.0,1.0,1.0,0.0,0.8571428571428571,0.3333333333333333,1.0,1.0,1.0,0.5,0.7142857142857143,0.0,1.0,0.5,0.8333333333333334,0.25,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.8333333333333334,0.0,0.875,0.0,0.6666666666666666,0.0,0.8333333333333334,0.75,1.0,0.3333333333333333,1.0,0.0,0.913793103448276,0.3584905660377358,1.0,1.0,0.8888888888888888,1.0,1.0,0.4,1.0,0.2,1.0,0.6666666666666666,1.0,0.0,1.0,0.25,1.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.9830508474576272,0.3846153846153846,good,0.014860681114551,0.0173374613003096,0.0024767801857585,81.8969465648855,,78.88852459016394,75.8655737704918,77.31907894736842,81.10509554140127,84.41059602649007,94.17226890756302,81.0,,78.0,76.0,77.0,79.0,83.0,92.0,71.0,,67.0,68.0,71.0,67.0,72.0,71.0,95.0,,91.0,86.0,87.0,99.0,100.0,109.0,4.692954512717594,,5.631271309926842,4.061812097463302,3.7204498388834297,8.60854984895974,5.836955838805893,8.197441448838195,262.0,,305.0,305.0,304.0,314.0,302.0,238.0,18.306695137071216,5.239521770909462,8.545022255998262,3.0229508196721326,-1.5694456427955146,1,0,0,1,1,1,0,0,80232.0,,,80227.0,80785.0,83292.0,,,030,subject_030_plearning_2,subject_030_plearning_2,,Plearn_Adult v30,2.2.9,Fri Jul 31 2026 14:50:13 GMT-0400 (Eastern Daylight Time),1920,1080,False,180,4,0,2,hfhffhhhfh,Jul 31 2026,14:50:13,2,data/raw/subject_data/sub030/subject_030_plearning_2.json
